num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
3,Internet,RoundTrip,7,3,9,Mon,CGKHGH,China,1,0,0,5.07,0
1,Internet,RoundTrip,10,3,4,Sun,CGKHGH,China,1,0,0,5.07,1
1,Internet,RoundTrip,28,3,14,Sun,CGKHND,Indonesia,0,1,0,7.57,0
1,Internet,RoundTrip,161,3,15,Fri,CGKHND,Japan,0,1,0,7.57,0
1,Internet,RoundTrip,37,3,9,Wed,CGKHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,321,3,11,Fri,CGKHND,Indonesia,0,0,0,7.57,0
1,Internet,RoundTrip,18,3,8,Thu,CGKHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,332,3,16,Tue,CGKHND,Japan,0,0,1,7.57,0
1,Mobile,RoundTrip,95,3,9,Sun,CGKHND,Indonesia,1,0,1,7.57,1
1,Internet,RoundTrip,151,3,7,Mon,CGKHND,Japan,0,0,1,7.57,0
1,Mobile,RoundTrip,30,3,4,Tue,CGKHND,Japan,0,1,1,7.57,0
1,Internet,RoundTrip,277,3,9,Wed,CGKHND,Indonesia,1,0,1,7.57,1
1,Internet,RoundTrip,174,3,10,Sun,CGKHND,Indonesia,1,0,0,7.57,1
1,Internet,RoundTrip,4,3,16,Mon,CGKHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,64,3,12,Wed,CGKHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,38,3,13,Mon,CGKHND,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,197,3,4,Wed,CGKHND,Indonesia,0,0,1,7.57,1
1,Internet,RoundTrip,21,3,18,Tue,CGKHND,Indonesia,1,1,1,7.57,0
1,Internet,RoundTrip,386,3,6,Wed,CGKHND,Indonesia,0,0,0,7.57,0
1,Internet,RoundTrip,2,3,7,Wed,CGKHND,Japan,1,1,0,7.57,0
1,Internet,RoundTrip,39,3,6,Sat,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,0,3,8,Tue,CGKHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,57,3,12,Wed,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,397,3,16,Sun,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,404,3,12,Sun,CGKHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,4,3,14,Sun,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,55,3,13,Fri,CGKHND,Japan,0,0,0,7.57,1
1,Internet,RoundTrip,8,3,6,Sun,CGKHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,171,3,23,Tue,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,33,3,10,Wed,CGKHND,Indonesia,1,0,1,7.57,1
1,Internet,RoundTrip,55,3,4,Sat,CGKHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,9,3,13,Wed,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,9,3,16,Mon,CGKHND,Japan,0,0,0,7.57,1
1,Internet,RoundTrip,44,3,15,Wed,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,21,3,3,Mon,CGKHND,United States,1,1,0,7.57,0
1,Internet,RoundTrip,56,3,0,Fri,CGKHND,Indonesia,0,0,1,7.57,1
1,Internet,RoundTrip,319,3,15,Sun,CGKHND,Indonesia,0,0,0,7.57,0
1,Mobile,RoundTrip,15,3,0,Wed,CGKHND,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,214,3,6,Sun,CGKHND,Indonesia,1,0,0,7.57,1
1,Internet,RoundTrip,112,3,16,Fri,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,6,3,3,Fri,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,110,3,4,Fri,CGKHND,Japan,0,1,1,7.57,0
1,Mobile,RoundTrip,3,3,5,Mon,CGKICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,38,3,15,Tue,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,13,3,13,Sat,CGKICN,South Korea,0,1,1,6.62,1
1,Internet,RoundTrip,2,3,10,Sun,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,4,3,5,Tue,CGKICN,South Korea,1,1,0,6.62,0
1,Internet,RoundTrip,8,3,12,Tue,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,18,3,7,Tue,CGKICN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,19,3,11,Sat,CGKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,136,3,11,Fri,CGKICN,South Korea,0,1,0,6.62,0
1,Internet,RoundTrip,19,3,12,Mon,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,21,3,2,Thu,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,7,3,9,Thu,CGKICN,Indonesia,0,1,1,6.62,0
1,Internet,RoundTrip,119,3,6,Tue,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,10,3,3,Sat,CGKICN,Indonesia,0,0,1,6.62,1
2,Internet,RoundTrip,149,3,1,Mon,CGKICN,South Korea,0,1,1,6.62,0
1,Internet,RoundTrip,49,3,13,Fri,CGKICN,Indonesia,0,0,1,6.62,0
2,Internet,RoundTrip,2,3,7,Mon,CGKICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,199,3,7,Wed,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,2,3,11,Mon,CGKICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,21,3,9,Mon,CGKICN,Indonesia,1,0,0,6.62,0
1,Internet,RoundTrip,31,3,7,Wed,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,24,3,12,Mon,CGKICN,Indonesia,0,0,0,6.62,1
1,Internet,RoundTrip,14,3,12,Thu,CGKICN,South Korea,0,0,0,6.62,0
1,Mobile,RoundTrip,147,3,4,Thu,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,6,3,6,Thu,CGKICN,Indonesia,1,1,1,6.62,1
2,Internet,RoundTrip,4,3,1,Mon,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,3,3,1,Thu,CGKICN,South Korea,0,0,0,6.62,0
2,Mobile,RoundTrip,12,3,15,Sun,CGKICN,Indonesia,1,0,1,6.62,1
2,Internet,RoundTrip,82,3,4,Fri,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,82,3,4,Fri,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,54,3,1,Sat,CGKICN,South Korea,0,1,0,6.62,0
1,Internet,RoundTrip,68,3,14,Tue,CGKICN,South Korea,1,0,0,6.62,0
1,Mobile,RoundTrip,7,3,9,Wed,CGKICN,Indonesia,0,0,0,6.62,1
1,Internet,RoundTrip,1,3,22,Tue,CGKKIX,Indonesia,1,1,0,7,0
1,Mobile,RoundTrip,19,3,15,Sun,CGKKIX,Japan,1,0,1,7,0
1,Mobile,RoundTrip,27,3,2,Sun,CGKKIX,Japan,1,0,0,7,0
1,Internet,RoundTrip,27,3,6,Sat,CGKKIX,Indonesia,1,0,0,7,1
2,Internet,RoundTrip,91,3,6,Wed,CGKKIX,Indonesia,1,0,0,7,1
1,Internet,RoundTrip,15,3,13,Tue,CGKKIX,Indonesia,1,0,1,7,1
1,Internet,RoundTrip,3,3,11,Tue,CGKKIX,Indonesia,0,0,0,7,0
1,Internet,RoundTrip,22,3,18,Tue,CGKKIX,Japan,1,0,1,7,0
1,Internet,RoundTrip,44,3,9,Wed,CGKKIX,Japan,1,1,1,7,0
1,Mobile,RoundTrip,42,3,5,Fri,CGKKIX,Indonesia,0,1,0,7,1
1,Internet,RoundTrip,1,3,3,Fri,CGKKIX,Indonesia,1,0,0,7,0
1,Mobile,RoundTrip,36,3,13,Fri,CGKKIX,Japan,1,1,1,7,0
1,Internet,RoundTrip,24,3,2,Fri,CGKKIX,Japan,0,0,0,7,0
1,Internet,RoundTrip,29,3,14,Wed,CGKKIX,Indonesia,1,0,0,7,1
1,Mobile,RoundTrip,27,3,2,Sun,CGKKIX,Japan,1,0,0,7,0
1,Internet,RoundTrip,7,3,7,Thu,CGKKIX,Japan,0,0,1,7,0
1,Internet,RoundTrip,67,3,10,Sun,CGKKIX,Japan,0,0,0,7,0
1,Internet,RoundTrip,33,3,7,Sun,CGKKIX,Indonesia,1,1,0,7,1
1,Mobile,RoundTrip,27,3,2,Sun,CGKKIX,Japan,1,0,0,7,0
1,Internet,RoundTrip,17,3,1,Tue,CGKKIX,Japan,0,0,0,7,0
1,Mobile,RoundTrip,19,3,1,Thu,CGKKIX,Indonesia,0,0,1,7,0
1,Internet,RoundTrip,50,3,13,Wed,CGKKIX,Indonesia,1,1,0,7,1
2,Internet,RoundTrip,9,3,4,Wed,CGKKIX,Japan,0,0,0,7,1
1,Internet,RoundTrip,106,3,0,Fri,CGKKIX,Japan,0,0,0,7,0
1,Internet,RoundTrip,17,3,1,Wed,CGKKIX,Japan,0,0,1,7,1
1,Internet,RoundTrip,6,3,12,Mon,CGKKTM,Nepal,0,1,0,4.75,0
1,Internet,RoundTrip,4,3,1,Wed,CGKKTM,Indonesia,1,1,0,4.75,1
1,Internet,RoundTrip,6,3,14,Fri,CGKKTM,Indonesia,1,0,1,4.75,1
1,Internet,RoundTrip,1,3,21,Thu,CGKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,62,3,4,Sat,CGKMEL,Indonesia,0,1,1,8.83,0
1,Internet,RoundTrip,67,3,3,Sun,CGKMEL,Thailand,0,0,0,8.83,1
2,Mobile,RoundTrip,170,3,1,Sun,CGKMEL,Indonesia,1,0,0,8.83,1
1,Mobile,RoundTrip,368,3,7,Sun,CGKMEL,Indonesia,0,0,0,8.83,0
1,Internet,RoundTrip,150,3,7,Tue,CGKMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,22,3,8,Tue,CGKMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,31,3,15,Sun,CGKMEL,Indonesia,1,1,1,8.83,0
2,Internet,RoundTrip,7,3,11,Tue,CGKOOL,Indonesia,1,0,0,8.83,0
1,Internet,RoundTrip,18,3,2,Sun,CGKOOL,Indonesia,1,1,0,8.83,0
1,Internet,RoundTrip,32,3,7,Mon,CGKOOL,Indonesia,0,1,0,8.83,0
1,Internet,RoundTrip,9,3,4,Tue,CGKOOL,Indonesia,1,1,0,8.83,0
1,Mobile,RoundTrip,21,3,2,Thu,CGKOOL,United States,0,0,0,8.83,0
2,Internet,RoundTrip,234,3,16,Mon,CGKPEK,Indonesia,0,0,0,6.42,0
3,Internet,RoundTrip,395,3,6,Thu,CGKPEK,Malaysia,0,0,0,6.42,0
2,Internet,RoundTrip,343,3,10,Thu,CGKPEK,Indonesia,0,0,0,6.42,1
1,Internet,RoundTrip,17,3,8,Tue,CGKPEK,Indonesia,0,0,0,6.42,1
3,Internet,RoundTrip,229,3,10,Mon,CGKPEK,Indonesia,1,0,1,6.42,0
1,Mobile,RoundTrip,27,3,13,Fri,CGKPEK,China,0,0,0,6.42,0
1,Internet,RoundTrip,11,3,7,Tue,CGKPEK,Indonesia,1,0,0,6.42,0
1,Internet,RoundTrip,164,3,13,Thu,CGKPEK,Indonesia,0,0,0,6.42,0
2,Internet,RoundTrip,249,3,17,Sat,CGKPEK,Indonesia,1,1,1,6.42,0
1,Internet,RoundTrip,424,3,17,Sun,CGKPEK,Indonesia,0,0,0,6.42,1
1,Mobile,RoundTrip,316,3,3,Sun,CGKPEK,Indonesia,1,1,1,6.42,0
1,Internet,RoundTrip,284,3,2,Mon,CGKPEK,Indonesia,0,0,0,6.42,0
2,Internet,RoundTrip,208,3,4,Tue,CGKPER,Indonesia,1,0,0,5.62,0
1,Mobile,RoundTrip,32,3,11,Mon,CGKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,2,3,7,Tue,CGKPER,Indonesia,0,1,1,5.62,1
2,Internet,RoundTrip,12,3,14,Wed,CGKPER,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,12,3,14,Wed,CGKPER,Australia,0,1,0,5.62,0
4,Mobile,RoundTrip,67,3,6,Wed,CGKPER,Japan,1,1,0,5.62,0
1,Internet,RoundTrip,20,3,12,Sun,CGKPER,Sweden,1,1,1,5.62,0
1,Internet,RoundTrip,0,3,17,Sat,CGKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,2,3,4,Tue,CGKPER,United States,1,1,0,5.62,0
1,Internet,RoundTrip,7,3,17,Tue,CGKPER,Canada,1,0,0,5.62,0
1,Internet,RoundTrip,17,3,10,Wed,CGKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,323,3,1,Tue,CGKPER,Indonesia,1,0,0,5.62,0
2,Internet,RoundTrip,323,3,0,Tue,CGKPER,Indonesia,1,1,0,5.62,0
1,Internet,RoundTrip,36,3,5,Sat,CGKPUS,Indonesia,0,0,0,6.33,0
1,Internet,RoundTrip,35,3,3,Wed,CGKPUS,South Korea,0,1,1,6.33,0
1,Internet,RoundTrip,40,3,12,Tue,CGKPUS,Indonesia,0,0,0,6.33,0
1,Internet,RoundTrip,14,3,6,Thu,CGKPUS,Malaysia,0,0,1,6.33,0
1,Internet,RoundTrip,9,3,9,Tue,CGKPUS,Indonesia,0,1,1,6.33,0
1,Internet,RoundTrip,40,3,12,Tue,CGKPUS,Indonesia,0,0,0,6.33,0
1,Internet,RoundTrip,39,3,16,Wed,CGKPUS,Indonesia,0,0,0,6.33,0
1,Internet,RoundTrip,5,3,3,Fri,CGKPUS,South Korea,1,0,1,6.33,0
1,Internet,RoundTrip,8,3,12,Tue,CGKPUS,South Korea,1,0,0,6.33,0
2,Internet,RoundTrip,8,3,5,Mon,CGKPUS,Indonesia,1,0,1,6.33,0
1,Internet,RoundTrip,18,3,12,Wed,CGKPUS,Indonesia,0,1,1,6.33,1
2,Internet,RoundTrip,16,3,18,Fri,CGKPUS,Taiwan,1,0,1,6.33,0
1,Internet,RoundTrip,6,3,15,Thu,CGKPVG,Indonesia,1,1,1,5.33,1
1,Internet,RoundTrip,10,3,7,Thu,CGKPVG,China,1,1,1,5.33,1
1,Internet,RoundTrip,5,3,8,Thu,CGKPVG,Indonesia,0,0,1,5.33,1
1,Internet,RoundTrip,171,3,4,Mon,CGKPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,1,3,13,Sat,CGKPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,1,3,22,Thu,CGKPVG,Indonesia,1,0,0,5.33,0
1,Internet,RoundTrip,1,3,15,Mon,CGKPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,29,3,4,Thu,CGKPVG,Japan,0,0,0,5.33,0
1,Internet,RoundTrip,1,3,15,Mon,CGKPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,0,3,3,Thu,CGKPVG,Indonesia,0,0,0,5.33,0
1,Internet,RoundTrip,21,3,4,Fri,CGKPVG,Japan,0,0,0,5.33,0
2,Internet,RoundTrip,62,3,5,Sat,CGKPVG,Japan,0,0,0,5.33,1
1,Internet,RoundTrip,64,3,17,Thu,CGKPVG,United States,1,0,0,5.33,1
1,Internet,RoundTrip,50,3,3,Wed,CGKPVG,China,0,1,0,5.33,0
1,Internet,RoundTrip,8,3,10,Sun,CGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,78,3,17,Wed,CGKPVG,China,0,0,1,5.33,0
3,Mobile,RoundTrip,15,3,17,Sat,CGKSYD,Indonesia,0,1,0,8.58,0
1,Internet,RoundTrip,22,3,5,Tue,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,20,3,2,Fri,CGKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,33,3,8,Sat,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,47,3,2,Sat,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,93,3,14,Tue,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,4,3,9,Fri,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,52,3,12,Mon,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,5,3,2,Tue,CGKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,2,3,3,Thu,CGKTPE,Taiwan,0,1,0,4.67,0
1,Internet,RoundTrip,170,3,16,Tue,CGKTPE,Indonesia,0,0,1,4.67,1
1,Internet,RoundTrip,38,3,13,Mon,CGKTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,117,3,11,Sat,CGKTPE,Indonesia,1,1,1,4.67,0
1,Internet,RoundTrip,44,3,13,Wed,CGKTPE,Taiwan,0,0,0,4.67,1
1,Mobile,RoundTrip,96,3,15,Sun,CGKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,109,3,17,Mon,CGKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,172,3,3,Mon,CGKTPE,Indonesia,1,0,1,4.67,0
2,Internet,RoundTrip,30,3,11,Mon,CGKTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,29,3,16,Wed,CGKTPE,Taiwan,0,0,1,4.67,0
1,Internet,RoundTrip,21,3,3,Fri,CGKTPE,Indonesia,0,0,1,4.67,1
1,Internet,RoundTrip,9,3,20,Wed,CGKTPE,Canada,0,0,0,4.67,0
2,Internet,RoundTrip,0,3,9,Thu,CGKTPE,Taiwan,0,1,0,4.67,0
5,Internet,RoundTrip,22,3,2,Tue,CGKWUH,Indonesia,1,0,0,5.13,0
1,Internet,RoundTrip,7,3,21,Fri,CGKXIY,Indonesia,0,0,1,5,1
1,Internet,RoundTrip,1,3,9,Tue,CGKXIY,China,1,0,1,5,0
1,Internet,RoundTrip,5,3,15,Sun,CGKXIY,Indonesia,0,0,1,5,0
1,Internet,RoundTrip,4,3,8,Mon,CGKXIY,Indonesia,0,0,1,5,1
1,Internet,RoundTrip,31,3,16,Mon,CKGKCH,Singapore,1,1,1,4.83,1
1,Mobile,RoundTrip,26,3,0,Mon,CKGSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,13,3,17,Sat,CMBHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,101,3,2,Sun,CMBHND,Japan,1,0,0,7.57,0
2,Mobile,RoundTrip,131,3,7,Sun,CMBHND,Japan,0,1,1,7.57,0
1,Internet,RoundTrip,6,3,5,Thu,CMBICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,24,3,7,Tue,CMBICN,South Korea,0,0,1,6.62,0
4,Internet,RoundTrip,67,3,11,Thu,CMBICN,South Korea,1,0,0,6.62,0
1,Mobile,RoundTrip,12,3,16,Sat,CMBICN,Sri Lanka,0,0,0,6.62,0
1,Internet,RoundTrip,10,3,15,Sun,CMBICN,Sri Lanka,0,0,1,6.62,0
1,Internet,RoundTrip,11,3,6,Sun,CMBKIX,Japan,0,0,0,7,0
1,Mobile,RoundTrip,41,3,3,Thu,CMBKIX,Japan,1,0,1,7,0
1,Mobile,RoundTrip,334,3,20,Sat,CMBKIX,Japan,0,1,0,7,0
1,Mobile,RoundTrip,103,3,23,Mon,CMBKIX,Japan,0,0,0,7,0
2,Internet,RoundTrip,202,3,5,Sun,CMBKIX,Japan,0,0,0,7,0
2,Mobile,RoundTrip,3,3,6,Fri,CMBKIX,Japan,0,0,0,7,0
1,Internet,RoundTrip,12,3,2,Wed,CMBKIX,Japan,1,0,0,7,0
1,Internet,RoundTrip,205,3,9,Tue,CMBKIX,Japan,0,0,0,7,0
1,Mobile,RoundTrip,27,3,10,Tue,CMBKIX,Japan,1,0,1,7,0
1,Internet,RoundTrip,19,3,16,Wed,CMBKIX,Japan,0,0,0,7,0
1,Mobile,RoundTrip,38,3,14,Fri,CMBKIX,Japan,0,0,0,7,0
1,Internet,RoundTrip,8,3,13,Wed,CMBMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,3,3,12,Tue,CMBMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,114,3,4,Mon,CMBMEL,Sri Lanka,1,1,1,8.83,0
1,Internet,RoundTrip,11,3,15,Tue,CMBMEL,Sri Lanka,0,1,1,8.83,0
1,Internet,RoundTrip,39,3,0,Fri,CMBMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,9,3,11,Wed,CMBOOL,Australia,0,0,1,8.83,1
1,Internet,RoundTrip,23,3,11,Wed,CMBOOL,Sri Lanka,1,1,1,8.83,0
1,Internet,RoundTrip,27,3,5,Fri,CMBPER,Sri Lanka,0,1,1,5.62,0
1,Internet,RoundTrip,16,3,3,Tue,CMBPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,3,3,9,Mon,CMBSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,60,3,7,Thu,CMBSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,2,3,2,Wed,CMBSYD,Australia,0,1,1,8.58,0
2,Internet,RoundTrip,17,3,9,Mon,CMBSYD,United States,1,1,1,8.58,0
1,Internet,RoundTrip,93,3,9,Tue,CMBSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,42,3,11,Thu,CMBSYD,Australia,0,0,1,8.58,0
1,Mobile,RoundTrip,12,3,10,Fri,CMBSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,47,3,8,Sun,CNXHND,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,115,3,11,Mon,CNXHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,142,3,23,Wed,CNXHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,229,3,15,Mon,CNXICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,81,3,13,Sun,CNXKIX,Japan,1,1,0,7,0
2,Internet,RoundTrip,250,3,1,Thu,CNXKIX,Thailand,1,0,0,7,0
1,Internet,RoundTrip,301,3,4,Tue,CNXKIX,Thailand,0,0,0,7,1
1,Mobile,RoundTrip,0,3,8,Sun,CNXKIX,Japan,0,1,0,7,0
1,Internet,RoundTrip,48,3,20,Tue,CNXKIX,Japan,0,0,1,7,0
2,Mobile,RoundTrip,313,3,17,Sun,CNXKIX,Thailand,1,1,0,7,0
2,Mobile,RoundTrip,93,3,9,Tue,CNXKIX,Japan,0,0,0,7,0
2,Internet,RoundTrip,4,3,6,Fri,CNXMEL,Thailand,0,1,0,8.83,0
1,Internet,RoundTrip,27,3,5,Wed,CNXMEL,Australia,1,0,1,8.83,1
2,Internet,RoundTrip,12,3,4,Fri,CNXOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,323,3,4,Tue,CNXPEK,Thailand,0,0,1,6.42,0
2,Internet,RoundTrip,135,3,6,Tue,CNXPER,Thailand,1,1,1,5.62,0
2,Mobile,RoundTrip,114,3,13,Tue,CNXPER,Thailand,1,1,1,5.62,0
2,Internet,RoundTrip,25,3,2,Mon,CNXPVG,China,1,0,0,5.33,1
1,Internet,RoundTrip,89,3,5,Wed,CNXSYD,Thailand,0,1,1,8.58,0
2,Internet,RoundTrip,9,3,7,Fri,CNXTPE,Canada,0,1,0,4.67,0
1,Internet,RoundTrip,14,3,11,Mon,CNXTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,4,3,19,Fri,CNXTPE,Vietnam,0,0,0,4.67,0
1,Internet,RoundTrip,15,3,16,Mon,CNXTPE,Taiwan,0,0,1,4.67,0
1,Internet,RoundTrip,258,3,6,Sun,COKHGH,China,1,0,0,5.07,0
1,Internet,RoundTrip,102,3,1,Tue,COKICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,60,3,11,Sun,COKKIX,Japan,1,0,1,7,0
4,Internet,RoundTrip,96,3,9,Wed,COKMEL,India,0,0,1,8.83,1
3,Internet,RoundTrip,39,3,17,Wed,COKMEL,India,1,0,1,8.83,0
1,Internet,RoundTrip,5,3,9,Sat,COKMEL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,1,3,23,Mon,COKMEL,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,7,3,8,Thu,COKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,4,3,16,Sat,COKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,6,3,11,Fri,COKOOL,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,2,3,18,Thu,COKPER,India,0,1,0,5.62,1
1,Internet,RoundTrip,11,3,7,Mon,COKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,1,3,16,Fri,COKPER,Australia,1,0,1,5.62,0
3,Mobile,RoundTrip,3,3,7,Wed,COKPER,India,0,1,1,5.62,0
2,Internet,RoundTrip,2,3,14,Thu,COKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,60,3,9,Sun,COKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,8,3,14,Thu,COKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,6,3,1,Fri,COKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,10,3,10,Mon,COKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,43,3,13,Thu,COKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,1,3,11,Sat,COKSYD,Australia,0,1,1,8.58,0
1,Internet,RoundTrip,23,3,12,Mon,COKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,46,3,4,Sun,COKSYD,Australia,0,1,1,8.58,0
1,Internet,RoundTrip,1,3,8,Thu,COKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,133,3,10,Sat,COKTPE,Taiwan,0,0,0,4.67,0
1,Mobile,RoundTrip,135,3,13,Sat,COKTPE,Japan,0,0,0,4.67,0
1,Internet,RoundTrip,96,3,10,Tue,COKTPE,United Kingdom,0,0,1,4.67,0
1,Mobile,RoundTrip,33,3,13,Fri,CTSDMK,Japan,1,1,1,8.67,0
1,Internet,RoundTrip,57,3,10,Sun,CTSDMK,Japan,1,0,0,8.67,0
2,Internet,RoundTrip,249,3,2,Sun,CTSDMK,Thailand,0,1,0,8.67,0
2,Internet,RoundTrip,32,3,12,Thu,CTSDMK,Japan,1,1,0,8.67,0
2,Internet,RoundTrip,73,3,1,Tue,CTSDMK,Thailand,1,1,0,8.67,1
1,Internet,RoundTrip,38,3,1,Sun,CTSDMK,Japan,0,0,0,8.67,0
1,Internet,RoundTrip,9,3,14,Tue,CTSDMK,Japan,0,0,1,8.67,0
1,Internet,RoundTrip,14,3,15,Thu,CTSDMK,Thailand,0,0,0,8.67,0
1,Internet,RoundTrip,2,3,16,Mon,CTSDPS,Japan,0,0,0,8.67,0
2,Internet,RoundTrip,21,3,2,Wed,CTSDPS,Japan,1,1,1,8.67,0
1,Internet,RoundTrip,53,3,15,Sun,CTSLGK,Japan,0,0,1,8.67,0
1,Mobile,RoundTrip,236,3,13,Mon,CTSLGK,Japan,1,1,1,8.67,0
4,Mobile,RoundTrip,97,3,16,Sun,CTSLGK,Japan,1,1,1,8.67,0
2,Internet,RoundTrip,9,3,12,Mon,CTSLGK,Japan,0,0,1,8.67,0
2,Internet,RoundTrip,19,3,12,Fri,CTSLGK,Japan,0,0,1,8.67,0
1,Internet,RoundTrip,33,3,21,Fri,CTSMEL,Japan,0,0,0,8.83,0
1,Internet,RoundTrip,54,3,4,Sun,CTSOOL,Japan,1,0,1,8.83,1
1,Internet,RoundTrip,91,3,12,Fri,CTSOOL,Japan,0,0,0,8.83,0
