,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
4726,MADHYA PRADESH,SHAJAPUR,2007,67,11,7,163,33,65,0
4727,MADHYA PRADESH,SHEOPUR,2007,13,3,3,38,0,27,0
4728,MADHYA PRADESH,SHIVPURI,2007,91,17,23,152,1,36,0
4729,MADHYA PRADESH,SIDHI,2007,82,37,24,184,10,80,0
4730,MADHYA PRADESH,SIHORE,2007,56,15,9,94,9,38,0
4731,MADHYA PRADESH,TIKAMGARH,2007,63,15,14,148,0,39,0
4732,MADHYA PRADESH,UJJAIN,2007,79,29,14,168,36,199,0
4733,MADHYA PRADESH,UMARIYA,2007,37,1,3,68,1,20,0
4734,MADHYA PRADESH,VIDISHA,2007,100,18,20,212,18,85,0
4735,MADHYA PRADESH,TOTAL,2007,3010,701,742,6772,780,3294,0
4736,MAHARASHTRA,AHMEDNAGAR,2007,55,25,3,132,12,475,0
4737,MAHARASHTRA,AKOLA,2007,22,15,3,86,48,165,0
4738,MAHARASHTRA,AMRAVATI COMMR.,2007,7,14,3,35,16,74,0
4739,MAHARASHTRA,AMRAVATI RURAL,2007,58,24,11,118,32,123,0
4740,MAHARASHTRA,AURANGABAD COMMR.,2007,18,26,11,57,31,171,0
4741,MAHARASHTRA,AURANGABAD RURAL,2007,14,7,39,71,14,256,0
4742,MAHARASHTRA,BEED,2007,23,37,18,91,6,353,0
4743,MAHARASHTRA,BHANDARA,2007,19,4,2,55,27,68,0
4744,MAHARASHTRA,BULDHANA,2007,39,20,12,124,31,256,0
4745,MAHARASHTRA,CHANDRAPUR,2007,35,19,5,115,109,169,0
4746,MAHARASHTRA,DHULE,2007,15,5,10,37,14,223,0
4747,MAHARASHTRA,GADCHIROLI,2007,11,7,3,31,7,44,0
4748,MAHARASHTRA,GONDIA,2007,32,13,3,71,32,51,0
4749,MAHARASHTRA,HINGOLI,2007,9,7,3,45,6,98,0
4750,MAHARASHTRA,JALGAON,2007,52,27,20,75,19,420,0
4751,MAHARASHTRA,JALNA,2007,17,10,31,43,5,266,0
4752,MAHARASHTRA,KOLHAPUR,2007,30,8,16,51,24,125,0
4753,MAHARASHTRA,LATUR,2007,17,26,66,73,0,107,0
4754,MAHARASHTRA,MUMBAI COMMR.,2007,174,120,17,365,112,380,0
4755,MAHARASHTRA,MUMBAI RLY.,2007,1,0,0,5,0,0,0
4756,MAHARASHTRA,NAGPUR COMMR.,2007,50,50,7,96,51,251,0
4757,MAHARASHTRA,NAGPUR RLY.,2007,0,2,0,8,1,0,0
4758,MAHARASHTRA,NAGPUR RURAL,2007,39,22,7,92,41,60,0
4759,MAHARASHTRA,NANDED,2007,33,29,19,83,7,213,0
4760,MAHARASHTRA,NANDURBAR,2007,14,0,3,24,2,94,0
4761,MAHARASHTRA,NASIK COMMR.,2007,7,17,1,34,11,127,0
4762,MAHARASHTRA,NASIK RURAL,2007,44,16,8,91,53,326,0
4763,MAHARASHTRA,NAVI MUMBAI,2007,17,4,5,32,7,53,0
4764,MAHARASHTRA,OSMANABAD,2007,29,18,2,84,7,172,0
4765,MAHARASHTRA,PARBHANI,2007,22,9,8,54,6,183,0
4766,MAHARASHTRA,PUNE COMMR.,2007,66,93,6,79,77,250,0
4767,MAHARASHTRA,PUNE RLY.,2007,0,0,0,0,0,0,0
4768,MAHARASHTRA,PUNE RURAL,2007,59,25,17,101,16,203,0
4769,MAHARASHTRA,RAIGAD,2007,29,10,4,39,7,72,0
4770,MAHARASHTRA,RATNAGIRI,2007,17,4,2,33,31,48,0
4771,MAHARASHTRA,SANGLI,2007,28,11,11,72,3,116,0
4772,MAHARASHTRA,SATARA,2007,43,26,9,59,13,256,0
4773,MAHARASHTRA,SINDHUDURG,2007,9,2,4,13,14,8,0
4774,MAHARASHTRA,SOLAPUR COMMR.,2007,12,13,0,15,5,81,0
4775,MAHARASHTRA,SOLAPUR RURAL,2007,46,21,4,63,17,128,0
4776,MAHARASHTRA,THANE COMMR.,2007,78,68,20,148,20,355,0
4777,MAHARASHTRA,THANE RURAL,2007,67,39,7,108,29,139,0
4778,MAHARASHTRA,WARDHA,2007,31,25,0,107,35,92,0
4779,MAHARASHTRA,WASHIM,2007,14,18,8,62,14,131,0
4780,MAHARASHTRA,YAVATMAL,2007,49,31,8,129,27,174,0
4781,MAHARASHTRA,TOTAL,2007,1451,967,436,3306,1039,7356,0
4782,MANIPUR,BISHNUPUR,2007,4,6,0,21,0,0,0
4783,MANIPUR,CHANDEL,2007,0,0,0,0,0,0,0
4784,MANIPUR,CHURACHANDPUR,2007,1,1,0,0,0,0,0
4785,MANIPUR,IMPHAL EAST,2007,1,19,0,4,0,1,0
4786,MANIPUR,IMPHAL WEST,2007,7,37,0,28,0,11,0
4787,MANIPUR,SENAPATI,2007,1,2,0,0,0,0,0
4788,MANIPUR,TAMENGLONG,2007,0,0,0,0,0,0,0
4789,MANIPUR,THOUBAL,2007,6,17,0,17,0,3,0
4790,MANIPUR,UKHRUL,2007,0,1,0,0,0,0,0
4791,MANIPUR,TOTAL,2007,20,83,0,70,0,15,0
4792,MEGHALAYA,GARO HILLS EAST,2007,4,0,0,3,0,0,0
4793,MEGHALAYA,GARO HILLS SOUTH,2007,1,0,0,0,0,0,0
4794,MEGHALAYA,GARO HILLS WEST,2007,4,10,0,12,1,4,0
4795,MEGHALAYA,JAINTIA HILLS,2007,26,1,0,6,0,0,0
4796,MEGHALAYA,KHASI HILLS EAST,2007,32,10,2,11,0,13,0
4797,MEGHALAYA,KHASI HILLS WEST,2007,8,0,0,2,0,0,0
4798,MEGHALAYA,RI-BHOI,2007,7,1,0,11,0,2,0
4799,MEGHALAYA,TOTAL,2007,82,22,2,45,1,19,0
4800,MIZORAM,AIZAWL,2007,35,0,0,38,0,2,0
4801,MIZORAM,CHAMPHAI,2007,12,0,0,3,0,0,0
4802,MIZORAM,KOLASIB,2007,12,0,0,6,0,0,0
4803,MIZORAM,LAWNGTLAI,2007,3,0,0,5,0,0,0
4804,MIZORAM,LUNGLEI,2007,9,0,0,7,0,0,0
4805,MIZORAM,MAMIT,2007,1,0,0,3,0,0,0
4806,MIZORAM,SAIHA,2007,3,0,0,3,0,0,0
4807,MIZORAM,SERCHHIP,2007,8,0,0,1,0,0,0
4808,MIZORAM,TOTAL,2007,83,0,0,66,0,2,0
4809,NAGALAND,DIMAPUR,2007,5,4,0,5,1,0,0
4810,NAGALAND,KIPHIRE,2007,0,0,0,0,0,0,0
4811,NAGALAND,KOHIMA,2007,4,1,0,1,0,0,0
4812,NAGALAND,LONGLENG,2007,0,1,0,0,0,0,0
4813,NAGALAND,MOKOKCHUNG,2007,1,0,0,0,0,0,0
4814,NAGALAND,MON,2007,0,0,0,1,0,0,0
4815,NAGALAND,PEREN,2007,0,0,0,0,0,0,0
4816,NAGALAND,PHEK,2007,0,0,0,1,0,0,0
4817,NAGALAND,TUENSANG,2007,0,0,0,0,0,0,0
4818,NAGALAND,WOKHA,2007,3,0,0,0,0,0,0
4819,NAGALAND,ZUNHEBOTO,2007,0,0,0,0,0,0,0
4820,NAGALAND,TOTAL,2007,13,6,0,8,1,0,0
4821,ODISHA,ANGUL,2007,38,29,16,199,18,43,0
4822,ODISHA,BALASORE,2007,55,42,35,113,23,32,0
4823,ODISHA,BARAGARH,2007,18,10,10,63,5,9,0
4824,ODISHA,BERHAMPUR,2007,4,6,9,98,4,17,0
4825,ODISHA,BHADRAK,2007,42,20,36,76,10,11,0
4826,ODISHA,BOLANGIR,2007,53,22,16,144,6,18,0
4827,ODISHA,BOUDH,2007,9,4,1,59,1,8,0
4828,ODISHA,CUTTACK,2007,41,63,48,47,13,36,0
4829,ODISHA,DEOGARH,2007,13,3,2,79,5,10,0
4830,ODISHA,DHENKANAL,2007,35,24,25,197,8,20,0
4831,ODISHA,GAJAPATI,2007,8,9,2,30,2,6,0
4832,ODISHA,GANJAM,2007,34,17,20,232,14,18,0
4833,ODISHA,JAGATSINGHPUR,2007,18,7,19,8,2,12,0
4834,ODISHA,JAJPUR,2007,25,29,33,101,5,25,0
4835,ODISHA,JHARSUGUDA,2007,11,11,1,67,4,15,0
4836,ODISHA,KALAHANDI,2007,30,18,12,68,8,19,0
4837,ODISHA,KANDHAMAL,2007,32,13,4,114,5,32,0
4838,ODISHA,KENDRAPARA,2007,30,27,41,11,2,27,0
4839,ODISHA,KEONJHAR,2007,41,32,21,211,10,25,0
4840,ODISHA,KHURDA,2007,53,60,20,52,11,53,0
4841,ODISHA,KORAPUT,2007,41,29,4,126,10,54,0
4842,ODISHA,MALKANGIR,2007,12,7,2,20,6,12,0
4843,ODISHA,MAYURBHANJ,2007,74,29,16,176,22,68,0
4844,ODISHA,NAYAGARH,2007,21,27,14,13,6,21,0
4845,ODISHA,NOWRANGPUR,2007,28,20,1,62,11,17,0
4846,ODISHA,NUAPADA,2007,5,11,8,43,4,17,0
4847,ODISHA,PURI,2007,43,12,34,19,0,25,0
4848,ODISHA,RAYAGADA,2007,23,14,2,71,4,23,0
4849,ODISHA,ROURKELA,2007,15,8,2,60,8,9,0
4850,ODISHA,SAMBALPUR,2007,27,11,5,70,6,29,0
4851,ODISHA,SONEPUR,2007,16,9,0,64,2,4,0
4852,ODISHA,SRP(CUTTACK),2007,0,0,0,1,0,1,0
4853,ODISHA,SRP(ROURKELA),2007,1,2,0,4,1,0,0
4854,ODISHA,SUNDARGARH,2007,43,35,2,77,5,12,0
4855,ODISHA,TOTAL,2007,939,660,461,2775,241,728,0
4856,PUNJAB,AMRITSAR,2007,21,46,5,20,6,78,0
4857,PUNJAB,AMRITSAR RURAL,2007,10,24,1,9,5,17,0
4858,PUNJAB,BARNALA,2007,7,3,5,8,0,12,0
4859,PUNJAB,BATALA,2007,15,16,2,18,0,54,0
4860,PUNJAB,BHATINDA,2007,27,29,6,25,3,33,0
4861,PUNJAB,FARIDKOT,2007,13,11,2,19,0,28,0
4862,PUNJAB,FATEHGARH SAHIB,2007,15,24,5,17,6,0,0
4863,PUNJAB,FEROZPUR,2007,33,24,5,21,0,44,0
4864,PUNJAB,G.R.P,2007,2,0,2,2,0,0,0
4865,PUNJAB,GURDASPUR,2007,30,21,9,15,0,28,0
4866,PUNJAB,HOSHIARPUR,2007,27,15,6,18,0,71,0
4867,PUNJAB,JAGRAON,2007,15,8,1,8,5,24,0
4868,PUNJAB,JALANDHAR,2007,54,82,12,48,2,120,0
4869,PUNJAB,KAPURTHALA,2007,22,10,7,25,0,42,0
4870,PUNJAB,KHANNA,2007,17,14,8,0,0,33,0
4871,PUNJAB,LUDHIANA,2007,58,93,9,25,13,107,0
4872,PUNJAB,MANSA,2007,20,3,6,5,0,22,0
4873,PUNJAB,MOGA,2007,7,14,4,20,5,30,0
4874,PUNJAB,MUKTSAR,2007,11,13,4,11,0,13,0
4875,PUNJAB,NAWAN SHAHR,2007,13,9,4,15,1,15,0
4876,PUNJAB,PATIALA,2007,22,14,17,22,0,109,0
4877,PUNJAB,ROPAR,2007,7,5,2,11,0,24,0
4878,PUNJAB,SANGRUR,2007,31,17,5,31,2,51,0
4879,PUNJAB,SAS NGR,2007,16,23,0,0,0,0,0
4880,PUNJAB,TARN TARAN,2007,26,27,6,34,0,16,0
4881,PUNJAB,TOTAL,2007,519,545,133,427,48,971,0
4882,RAJASTHAN,AJMER,2007,31,65,19,105,3,515,0
4883,RAJASTHAN,ALWAR,2007,73,65,43,141,1,391,0
4884,RAJASTHAN,BANSWARA,2007,39,42,4,55,1,100,0
4885,RAJASTHAN,BARAN,2007,43,28,8,112,1,194,0
4886,RAJASTHAN,BARMER,2007,19,24,9,78,0,103,0
4887,RAJASTHAN,BHARATPUR,2007,62,83,30,41,1,360,0
4888,RAJASTHAN,BHILWARA,2007,48,47,10,80,1,329,0
4889,RAJASTHAN,BIKANER,2007,32,33,18,76,0,307,0
4890,RAJASTHAN,BUNDI,2007,28,47,2,87,0,204,0
4891,RAJASTHAN,CHITTORGARH,2007,92,119,6,155,2,530,0
4892,RAJASTHAN,CHURU,2007,27,18,11,38,0,244,0
4893,RAJASTHAN,DAUSA,2007,16,43,12,39,0,112,0
4894,RAJASTHAN,DHOLPUR,2007,20,41,13,22,0,164,0
4895,RAJASTHAN,DUNGARPUR,2007,10,40,2,58,0,66,0
4896,RAJASTHAN,G.R.P.,2007,0,3,1,12,4,0,0
4897,RAJASTHAN,GANGANAGAR,2007,66,44,11,64,2,625,0
4898,RAJASTHAN,HANUMANGARH,2007,39,19,14,53,1,179,0
4899,RAJASTHAN,JAIPUR EAST,2007,25,45,7,38,0,159,0
4900,RAJASTHAN,JAIPUR NORTH,2007,23,76,11,37,0,168,0
4901,RAJASTHAN,JAIPUR RURAL,2007,39,66,25,127,5,204,0
4902,RAJASTHAN,JAIPUR SOUTH,2007,14,58,7,26,0,157,0
4903,RAJASTHAN,JAISALMER,2007,4,7,7,9,0,23,0
4904,RAJASTHAN,JALORE,2007,7,24,9,62,0,107,0
4905,RAJASTHAN,JHALAWAR,2007,54,35,10,113,0,222,0
4906,RAJASTHAN,JHUNJHUNU,2007,31,25,18,39,0,204,0
4907,RAJASTHAN,JODHPUR CITY,2007,16,40,11,32,1,227,0
4908,RAJASTHAN,JODHPUR RURAL,2007,24,15,15,49,0,70,0
4909,RAJASTHAN,KARAULI,2007,28,43,18,35,0,110,0
4910,RAJASTHAN,KOTA CITY,2007,25,66,10,41,1,261,0
4911,RAJASTHAN,KOTA RURAL,2007,30,30,5,73,0,173,0
4912,RAJASTHAN,NAGAUR,2007,38,37,12,119,0,252,0
4913,RAJASTHAN,PALI,2007,39,62,5,108,0,268,0
4914,RAJASTHAN,RAJSAMAND,2007,5,36,6,28,1,189,0
4915,RAJASTHAN,SAWAI MADHOPUR,2007,21,36,13,33,0,131,0
4916,RAJASTHAN,SIKAR,2007,34,42,19,32,0,183,0
4917,RAJASTHAN,SIROHI,2007,23,32,5,51,0,130,0
4918,RAJASTHAN,TONK,2007,19,50,3,20,1,212,0
4919,RAJASTHAN,UDAIPUR,2007,94,108,10,189,2,297,0
4920,RAJASTHAN,TOTAL,2007,1238,1694,439,2477,28,8170,0
4921,SIKKIM,EAST,2007,8,5,0,3,0,3,0
4922,SIKKIM,NORTH,2007,0,0,0,0,0,1,0
4923,SIKKIM,SOUTH,2007,12,1,0,3,0,2,0
4924,SIKKIM,WEST,2007,4,3,0,7,0,1,0
4925,SIKKIM,TOTAL,2007,24,9,0,13,0,7,0
4926,TAMIL NADU,CHENNAI,2007,46,59,43,108,126,323,0
4927,TAMIL NADU,CHENNAI RLY.,2007,0,1,1,2,0,0,0
4928,TAMIL NADU,COIMBATORE RURAL,2007,16,71,11,121,8,163,0
4929,TAMIL NADU,COIMBATORE URBAN,2007,10,8,4,12,2,50,0
4930,TAMIL NADU,CUDDALORE,2007,28,57,3,28,113,50,0
4931,TAMIL NADU,DHARMAPURI,2007,6,37,4,77,0,45,0
4932,TAMIL NADU,DINDIGUL,2007,12,49,3,28,15,66,0
4933,TAMIL NADU,ERODE,2007,20,62,5,64,7,99,0
4934,TAMIL NADU,KANCHIPURAM,2007,25,18,13,27,18,10,0
4935,TAMIL NADU,KANYAKUMARI,2007,11,22,7,11,45,70,0
4936,TAMIL NADU,KARUR,2007,3,10,0,16,4,17,0
4937,TAMIL NADU,KRISHNAGIRI,2007,11,32,3,43,6,16,0
4938,TAMIL NADU,MADURAI RURAL,2007,9,30,11,54,30,97,0
4939,TAMIL NADU,MADURAI URBAN,2007,4,16,10,11,31,76,0
4940,TAMIL NADU,NAGAPATTINAM,2007,14,26,4,53,5,22,0
4941,TAMIL NADU,NAMAKKAL,2007,12,26,3,33,9,27,0
4942,TAMIL NADU,NILGIRIS,2007,6,3,1,13,0,8,0
4943,TAMIL NADU,PERAMBALUR,2007,26,21,3,65,14,31,0
4944,TAMIL NADU,PUDUKOTTAI,2007,14,20,6,55,0,36,0
4945,TAMIL NADU,RAMNATHAPURAM,2007,8,18,3,29,11,7,0
4946,TAMIL NADU,SALEM RURAL,2007,25,60,6,125,0,69,0
4947,TAMIL NADU,SALEM URBAN,2007,10,21,2,14,21,42,0
4948,TAMIL NADU,SIVAGANGAI,2007,3,31,3,4,12,63,0
4949,TAMIL NADU,THANJAVUR,2007,5,47,9,96,0,46,0
4950,TAMIL NADU,THENI,2007,4,22,3,42,12,44,0
4951,TAMIL NADU,THIRUNELVELI RURAL,2007,35,54,5,96,0,105,0
4952,TAMIL NADU,THIRUNELVELI URBAN,2007,6,7,1,8,28,7,0
4953,TAMIL NADU,THIRUVALLUR,2007,7,12,3,88,10,16,0
4954,TAMIL NADU,THIRUVANNAMALAI,2007,14,25,4,25,28,15,0
4955,TAMIL NADU,THIRUVARUR,2007,9,30,10,23,10,25,0
4956,TAMIL NADU,THOOTHUGUDI,2007,19,29,2,5,191,61,0
4957,TAMIL NADU,TRICHY RLY.,2007,0,0,0,1,0,0,0
4958,TAMIL NADU,TRICHY RURAL,2007,12,20,4,19,0,31,0
4959,TAMIL NADU,TRICHY URBAN,2007,2,14,2,7,6,33,0
4960,TAMIL NADU,VELLORE,2007,25,48,8,26,0,75,0
4961,TAMIL NADU,VILLUPURAM,2007,58,53,5,72,22,83,0
4962,TAMIL NADU,VIRUDHUNAGAR,2007,8,38,3,39,91,48,0
4963,TAMIL NADU,TOTAL,2007,523,1097,208,1540,875,1976,0
4964,TRIPURA,DHALAI,2007,13,11,4,19,0,28,0
4965,TRIPURA,NORTH,2007,26,16,0,27,1,100,0
4966,TRIPURA,SOUTH,2007,41,18,10,106,0,172,0
4967,TRIPURA,WEST,2007,77,36,22,92,3,245,0
4968,TRIPURA,TOTAL,2007,157,81,36,244,4,545,0
4969,UTTAR PRADESH,AGRA,2007,30,149,78,82,107,380,0
4970,UTTAR PRADESH,ALIGARH,2007,50,96,70,74,37,237,0
4971,UTTAR PRADESH,ALLAHABAD,2007,26,81,63,40,48,207,0
4972,UTTAR PRADESH,AMBEDKAR NAGAR,2007,15,24,8,10,17,139,0
4973,UTTAR PRADESH,AURAIYA,2007,9,26,34,17,10,29,0
4974,UTTAR PRADESH,AZAMGARH,2007,11,29,29,15,26,55,0
4975,UTTAR PRADESH,BADAUN,2007,11,40,31,29,18,25,0
4976,UTTAR PRADESH,BAGHPAT,2007,17,27,22,10,22,60,0
4977,UTTAR PRADESH,BAHRAICH,2007,34,44,28,20,25,37,0
4978,UTTAR PRADESH,BALLIA,2007,10,18,13,10,10,11,0
4979,UTTAR PRADESH,BALRAMPUR,2007,10,17,10,12,4,38,0
4980,UTTAR PRADESH,BANDA,2007,15,12,16,49,14,14,0
4981,UTTAR PRADESH,BARABANKI,2007,25,63,35,28,34,106,0
4982,UTTAR PRADESH,BAREILLY,2007,62,95,54,97,99,235,0
4983,UTTAR PRADESH,BASTI,2007,10,22,13,8,39,51,0
4984,UTTAR PRADESH,BIJNOR,2007,27,48,26,33,75,188,0
4985,UTTAR PRADESH,BULANDSHAHAR,2007,44,93,36,75,120,227,0
4986,UTTAR PRADESH,CHANDOLI,2007,6,12,22,8,34,63,0
4987,UTTAR PRADESH,CHITRAKOOT DHAM,2007,23,2,7,14,1,13,0
4988,UTTAR PRADESH,DEORIA,2007,2,17,25,8,3,25,0
4989,UTTAR PRADESH,ETAH,2007,39,66,56,48,22,77,0
4990,UTTAR PRADESH,ETAWAH,2007,14,54,28,31,37,115,0
4991,UTTAR PRADESH,FAIZABAD,2007,23,32,17,23,37,54,0
4992,UTTAR PRADESH,FATEHGARH,2007,21,41,24,32,16,79,0
4993,UTTAR PRADESH,FATEHPUR,2007,22,38,33,29,21,61,0
4994,UTTAR PRADESH,FIROZABAD,2007,28,69,56,58,51,155,0
4995,UTTAR PRADESH,G.R.P.,2007,2,3,2,12,23,0,0
4996,UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,17,64,14,41,51,73,0
4997,UTTAR PRADESH,GHAZIABAD,2007,33,108,37,30,85,204,0
4998,UTTAR PRADESH,GHAZIPUR,2007,10,10,22,11,23,68,0
4999,UTTAR PRADESH,GONDA,2007,13,33,35,18,9,10,0
5000,UTTAR PRADESH,GORAKHPUR,2007,19,51,23,22,76,83,0
5001,UTTAR PRADESH,HAMIRPUR,2007,8,7,9,16,5,5,0
5002,UTTAR PRADESH,HARDOI,2007,33,38,42,45,26,57,0
5003,UTTAR PRADESH,HATHRAS,2007,16,50,17,48,26,179,0
5004,UTTAR PRADESH,J.P.NAGAR,2007,28,34,12,34,34,85,0
5005,UTTAR PRADESH,JALAUN,2007,8,19,32,42,37,43,0
5006,UTTAR PRADESH,JAUNPUR,2007,24,33,47,28,44,71,0
5007,UTTAR PRADESH,JHANSI,2007,10,13,28,38,55,20,0
5008,UTTAR PRADESH,KANNAUJ,2007,6,26,13,32,9,108,0
5009,UTTAR PRADESH,KANPUR DEHAT,2007,13,52,37,51,17,114,0
5010,UTTAR PRADESH,KANPUR NAGAR,2007,46,222,59,102,165,673,0
5011,UTTAR PRADESH,KAUSHAMBI,2007,30,36,35,27,16,72,0
5012,UTTAR PRADESH,KHIRI,2007,47,72,57,48,25,67,0
5013,UTTAR PRADESH,KUSHI NAGAR,2007,9,25,18,17,60,40,0
5014,UTTAR PRADESH,LALITPUR,2007,10,9,14,16,29,28,0
5015,UTTAR PRADESH,LUCKNOW,2007,82,216,57,98,159,513,0
5016,UTTAR PRADESH,MAHARAJGANJ,2007,23,23,18,18,23,74,0
5017,UTTAR PRADESH,MAHOBA,2007,10,11,12,21,14,13,0
5018,UTTAR PRADESH,MAINPURI,2007,11,46,48,32,22,54,0
5019,UTTAR PRADESH,MATHURA,2007,36,45,26,62,50,250,0
5020,UTTAR PRADESH,MAU,2007,8,26,14,21,32,35,0
5021,UTTAR PRADESH,MEERUT,2007,39,109,38,63,163,405,0
5022,UTTAR PRADESH,MIRZAPUR,2007,10,4,28,13,11,43,0
5023,UTTAR PRADESH,MORADABAD,2007,58,97,34,83,115,212,0
5024,UTTAR PRADESH,MUZAFFARNAGAR,2007,37,100,34,56,72,277,0
5025,UTTAR PRADESH,PILIBHIT,2007,23,31,18,38,18,38,0
5026,UTTAR PRADESH,PRATAPGARH,2007,16,43,27,32,20,107,0
5027,UTTAR PRADESH,RAIBAREILLY,2007,31,39,31,53,38,142,0
5028,UTTAR PRADESH,RAMPUR,2007,40,54,18,50,13,10,0
5029,UTTAR PRADESH,SAHARANPUR,2007,14,34,16,36,77,194,0
5030,UTTAR PRADESH,SANT KABIRNAGAR,2007,9,20,7,13,16,34,0
5031,UTTAR PRADESH,SHAHJAHANPUR,2007,52,69,56,84,43,13,0
5032,UTTAR PRADESH,SHRAWASTI,2007,10,9,4,12,5,24,0
5033,UTTAR PRADESH,SIDHARTHNAGAR,2007,5,24,9,13,33,45,0
5034,UTTAR PRADESH,SITAPUR,2007,67,84,61,69,20,119,0
5035,UTTAR PRADESH,SONBHADRA,2007,16,8,11,21,35,23,0
5036,UTTAR PRADESH,ST.RAVIDASNAGAR,2007,1,5,14,9,2,29,0
5037,UTTAR PRADESH,SULTANPUR,2007,34,47,21,30,13,57,0
5038,UTTAR PRADESH,UNNAO,2007,30,61,52,37,26,61,0
5039,UTTAR PRADESH,VARANASI,2007,20,38,35,20,120,197,0
5040,UTTAR PRADESH,TOTAL,2007,1648,3363,2076,2522,2882,7650,0
5041,UTTARAKHAND,ALMORA,2007,6,0,5,4,0,11,0
5042,UTTARAKHAND,BAGESHWAR,2007,3,0,2,6,2,4,0
5043,UTTARAKHAND,CHAMOLI,2007,10,6,2,5,0,5,0
5044,UTTARAKHAND,CHAMPAWAT,2007,2,2,0,1,0,2,0
5045,UTTARAKHAND,DEHRADUN,2007,29,58,3,45,23,126,0
5046,UTTARAKHAND,HARIDWAR,2007,28,59,16,31,31,170,0
5047,UTTARAKHAND,NAINITAL,2007,6,24,12,4,0,17,0
5048,UTTARAKHAND,PAURI GARHWAL,2007,7,11,7,4,4,24,0
5049,UTTARAKHAND,PITHORAGARH,2007,9,9,3,11,0,11,0
5050,UTTARAKHAND,RUDRA PRAYAG,2007,1,5,5,6,0,6,0
5051,UTTARAKHAND,TEHRI GARHWAL,2007,2,4,3,2,2,7,0
5052,UTTARAKHAND,UDHAMSINGH NAGAR,2007,12,41,9,21,0,67,0
5053,UTTARAKHAND,UTTARKASHI,2007,2,8,3,6,1,13,0
5054,UTTARAKHAND,TOTAL,2007,117,227,70,146,63,463,0
5055,WEST BENGAL,24 PARGANAS NORTH,2007,231,236,53,187,2,1696,0
5056,WEST BENGAL,24 PARGANAS SOUTH,2007,205,176,67,205,4,1398,2
5057,WEST BENGAL,ASANSOL,2007,15,10,11,20,1,242,0
5058,WEST BENGAL,BANKURA,2007,44,12,24,43,1,147,0
5059,WEST BENGAL,BIRBHUM,2007,53,26,9,44,0,195,0
5060,WEST BENGAL,BURDWAN,2007,69,51,31,135,1,489,0
5061,WEST BENGAL,COOCHBEHAR,2007,139,60,6,122,0,320,0
5062,WEST BENGAL,DAKSHIN DINAJPUR,2007,46,34,10,93,2,199,0
5063,WEST BENGAL,DARJEELING,2007,48,34,2,37,2,84,0
5064,WEST BENGAL,HOOGHLY,2007,57,45,16,48,0,549,0
5065,WEST BENGAL,HOWRAH,2007,45,70,33,87,6,422,0
5066,WEST BENGAL,HOWRAH G.R.P.,2007,1,2,0,4,0,0,0
5067,WEST BENGAL,JALPAIGURI,2007,235,170,14,211,1,632,0
5068,WEST BENGAL,KHARAGPUR G.R.P.,2007,0,2,0,2,0,0,0
5069,WEST BENGAL,KOLKATA,2007,44,88,8,189,58,296,3
5070,WEST BENGAL,MALDA,2007,103,67,11,103,13,266,0
5071,WEST BENGAL,MURSHIDABAD,2007,369,123,32,250,6,945,0
5072,WEST BENGAL,NADIA,2007,183,175,42,249,0,861,0
5073,WEST BENGAL,PASCHIM MIDNAPUR,2007,60,61,31,83,1,407,0
5074,WEST BENGAL,PURAB MIDNAPUR,2007,41,75,24,36,1,373,0
5075,WEST BENGAL,PURULIA,2007,38,14,14,70,0,196,0
5076,WEST BENGAL,SEALDAH G.R.P.,2007,3,4,1,4,0,0,0
5077,WEST BENGAL,SILIGURI G.R.P.,2007,1,0,0,1,0,0,0
5078,WEST BENGAL,UTTAR DINAJPUR,2007,76,55,12,58,0,183,0
5079,WEST BENGAL,TOTAL,2007,2106,1590,451,2281,99,9900,5
5080,A & N ISLANDS,A and N ISLANDS,2007,3,9,1,21,2,18,0
5081,A & N ISLANDS,TOTAL,2007,3,9,1,21,2,18,0
5082,CHANDIGARH,CHANDIGARH,2007,22,46,1,32,11,112,0
5083,CHANDIGARH,TOTAL,2007,22,46,1,32,11,112,0
5084,D & N HAVELI,D and N HAVELI,2007,7,6,0,0,0,3,0
5085,D & N HAVELI,TOTAL,2007,7,6,0,0,0,3,0
5086,DAMAN & DIU,DAMAN,2007,1,0,1,0,0,1,0
5087,DAMAN & DIU,DIU,2007,0,1,0,0,0,2,0
5088,DAMAN & DIU,TOTAL,2007,1,1,1,0,0,3,0
5089,DELHI,CENTRAL,2007,22,45,6,38,9,91,0
5090,DELHI,DELHI UT TOTAL,2007,598,1167,138,868,167,1787,0
5091,DELHI,EAST,2007,73,102,16,112,24,202,0
5092,DELHI,GRP(RLY),2007,4,8,0,4,1,0,0
5093,DELHI,IGI AIRPORT,2007,0,0,0,8,3,1,0
5094,DELHI,NEW DELHI,2007,7,9,0,23,10,14,0
5095,DELHI,NORTH,2007,33,41,6,43,30,89,0
5096,DELHI,NORTH-EAST,2007,89,200,17,120,13,249,0
5097,DELHI,NORTH-WEST,2007,51,120,7,64,3,151,0
5098,DELHI,OUTER,2007,121,237,29,100,12,208,0
